ＥＤＩＮＥＴコード,提出者名,提出者業種,提出者法人番号
E01146,品川リフラ株式会社,ガラス・土石製品,9010001008685
E01147,株式会社　ヨータイ,ガラス・土石製品,8120101038845
E01149,東京窯業株式会社,ガラス・土石製品,2010001023781
E01151,ニチアス株式会社,ガラス・土石製品,9010401021486
E01152,株式会社有沢製作所,化学,1110001018789
E01156,リソルホールディングス株式会社,サービス業,6011101020517
E01157,日本ヒューム株式会社,ガラス・土石製品,6010401023196
E01161,ピーエス・コンストラクション株式会社,建設業,1010001008742
E01162,東海カーボン株式会社,ガラス・土石製品,6010401020094
E01163,株式会社エーアンドエーマテリアル,ガラス・土石製品,9020001040448
E01164,株式会社バルカー,化学,5010701020092
E01165,株式会社トーヨーアサノ,ガラス・土石製品,4080101001290
E01166,株式会社ノザワ,ガラス・土石製品,9140001010083
E01169,三谷セキサン株式会社,ガラス・土石製品,9210001004020
E01170,株式会社オハラ,ガラス・土石製品,4021001011600
E01172,昭和化学工業株式会社,化学,3013201002835
E01173,ＳＥＣカーボン株式会社,ガラス・土石製品,9140001047877
E01176,ＡＳＡＨＩ　ＥＩＴＯホールディングス株式会社,ガラス・土石製品,2120101021352
E01177,ジャニス工業株式会社,ガラス・土石製品,9180001093174
E01180,美濃窯業株式会社,ガラス・土石製品,5200001021920
E01182,京セラ株式会社,電気機器,4130001000049
E01183,株式会社松風,精密機器,6130001009674
E01188,株式会社ニッカトー,ガラス・土石製品,8120101006505
E01190,日本電気硝子株式会社,ガラス・土石製品,4160001001498
E01195,クニミネ工業株式会社,ガラス・土石製品,6010001015098
E01200,日本興業株式会社,ガラス・土石製品,3470001011236
E01202,ヨシコン株式会社,不動産業,1080001010527
E01204,株式会社鶴弥,ガラス・土石製品,2180001091861
E01205,株式会社倉元製作所,ガラス・土石製品,1370201003004
E01206,ジオスター株式会社,ガラス・土石製品,2010001083727
E01207,株式会社フジミインコーポレーテッド,ガラス・土石製品,7180001045697
E01208,株式会社高見澤,卸売業,9100001001879
E01210,株式会社ＭＡＲＵＷＡ,ガラス・土石製品,2180001079691
E01211,ヤマウホールディングス株式会社,ガラス・土石製品,6290001010856
E01212,株式会社ヤマックス,ガラス・土石製品,5330001004739
E01216,株式会社イトーヨーギョー,ガラス・土石製品,3140001003027
E01218,マイポックス株式会社,ガラス・土石製品,2012801002444
E01219,新東株式会社,ガラス・土石製品,9180301015778
E01221,岡本硝子株式会社,精密機器,2040001065334
E01222,アジアパイルホールディングス株式会社,ガラス・土石製品,2010001119497
E01223,東洋炭素株式会社,ガラス・土石製品,1120001050238
E01225,日本製鉄株式会社,鉄鋼,3010001008848
E01229,株式会社中山製鋼所,鉄鋼,5120001027901
E01230,トピー工業株式会社,輸送用機器,2010701019419
E01231,株式会社　神戸製鋼所,鉄鋼,6140001005714
E01232,株式会社日本製鋼所,機械,5010701019531
E01233,三菱製鋼株式会社,鉄鋼,8010001058095
E01234,愛知製鋼株式会社,鉄鋼,9180001094156
E01235,合同製鐵株式会社,鉄鋼,6120001049614
E01236,日本鋳造株式会社,鉄鋼,8020001074100
E01239,大同特殊鋼株式会社,鉄鋼,6180001037514
E01242,日本冶金工業株式会社,鉄鋼,2010001034977
E01245,東北特殊鋼株式会社,鉄鋼,2370001002444
E01247,株式会社ヨドコウ,鉄鋼,4120001077591
E01251,中部鋼鈑株式会社,鉄鋼,2180001020102
E01253,丸一鋼管株式会社,鉄鋼,5120001047593
E01254,大平洋金属株式会社,鉄鋼,2010001008717
E01256,新日本電工株式会社,鉄鋼,9010001035003
E01257,新報国マテリアル株式会社,鉄鋼,1030001054909
E01259,大和工業株式会社,鉄鋼,8140001059873
E01260,北越メタル株式会社,鉄鋼,9110001023162
E01261,東京製鐵株式会社,鉄鋼,8010001008819
E01262,大阪製鐵株式会社,鉄鋼,1120001028390
E01264,ＪＦＥホールディングス株式会社,鉄鋼,6010001080308
E01266,共英製鋼株式会社,鉄鋼,5120001062898
E01267,株式会社　クボタ,機械,1120001037978
E01268,株式会社栗本鐵工所,鉄鋼,1120001048991
E01269,虹技株式会社,鉄鋼,6140001063844
E01275,高砂鐵工株式会社,鉄鋼,6011401003931
E01276,日本金属株式会社,鉄鋼,1011401011162
E01277,中日本鋳工株式会社,機械,9180301022576
E01280,日本精線株式会社,鉄鋼,2120001093269
E01282,神鋼鋼線工業株式会社,鉄鋼,2140001049112
E01283,日本鋳鉄管株式会社,鉄鋼,3010001016859
E01284,中央可鍛工業株式会社,鉄鋼,3180001020051
E01287,日亜鋼業株式会社,鉄鋼,7140001050536
E01292,東京鐵鋼株式会社,鉄鋼,8060001014498
E01294,パウダーテック株式会社,鉄鋼,7040001066245
E01296,株式会社サンユウ,鉄鋼,1120001149666
E01298,株式会社エスイー,金属製品,4011101042505
E01300,エスクリプトエナジー株式会社,非鉄金属,6010001084903
E01301,東邦チタニウム株式会社,非鉄金属,7021001007190
E01303,株式会社アーレスティ,非鉄金属,7011201010490
E01305,日本伸銅株式会社,非鉄金属,1120101008623
E01308,東邦亜鉛株式会社,非鉄金属,9010001034863
E01315,モリ工業株式会社,鉄鋼,2120101034032
E01317,株式会社ＬＩＸＩＬ,金属製品,5010601004914
E01318,株式会社大紀アルミニウム工業所,非鉄金属,5120001125102
E01320,アルメタックス株式会社,金属製品,5120001060472
E01321,株式会社ＣＫサンエツ,非鉄金属,7230001010051
E01324,小野建株式会社,卸売業,6320001000746
E01325,株式会社ダイケン,金属製品,6120001056412
E01327,株式会社大阪チタニウムテクノロジーズ,非鉄金属,8140001052085
E01329,株式会社エルアイイーエイチ,非鉄金属,3010001089995
E01330,株式会社ＵＡＣＪ,非鉄金属,9010001098116
E01331,エヌアイシ・オートテック株式会社,非鉄金属,2230001000412
E01332,古河電気工業株式会社,非鉄金属,5010001008796
E01333,住友電気工業株式会社,非鉄金属,5120001077450
E01334,株式会社フジクラ,非鉄金属,2010601007861
E01336,ＳＷＣＣ株式会社,非鉄金属,7010401061336
E01348,ＪＭＡＣＳ株式会社,非鉄金属,8122001015783
E01350,カナレ電気株式会社,非鉄金属,8180001067823
E01351,株式会社三ッ星,非鉄金属,7120001025481
E01352,平河ヒューテック株式会社,非鉄金属,1010701008364
E01353,東洋製罐グループホールディングス株式会社,金属製品,7010701026096
E01354,ホッカンホールディングス株式会社,金属製品,6010001008804
E01355,株式会社横河ブリッジホールディングス,金属製品,9010401030578
E01362,株式会社駒井ハルテック,金属製品,2120001028927
E01364,瀧上工業株式会社,金属製品,1180001089667
E01365,那須電機鉄工株式会社,金属製品,5011101015468
E01366,中国工業株式会社,金属製品,6240001006578
E01367,日本発條株式会社,金属製品,7020001006616
E01368,アマテイ株式会社,金属製品,5140001047550
E01369,株式会社ワイズホールディングス,金属製品,2130001013473
E01370,日本フイルコン株式会社,金属製品,4013401002394
E01372,日工株式会社,機械,6140001035281
E01373,高田機工株式会社,金属製品,8120001038994
E01377,オーエスジー株式会社,機械,1180301010019
E01378,東京製綱株式会社,金属製品,7010001034997
E01379,リョービ株式会社,非鉄金属,8240001034478
E01380,ＴＯＮＥ株式会社,金属製品,9120001013625
E01381,川岸工業株式会社,金属製品,1010401007286
E01382,東プレ株式会社,金属製品,4010001036658
E01385,三和ホールディングス株式会社,金属製品,3011101010289
E01391,浅香工業株式会社,その他製品,8120101000268
E01393,株式会社　アドバネクス,金属製品,7011501000992
E01394,株式会社　巴コーポレーション,建設業,9010001034839
E01396,株式会社ファインシンター,金属製品,6180001078161
E01398,北沢産業株式会社,卸売業,3011001006107
E01400,高周波熱錬株式会社,金属製品,1010701003241
E01402,サンコール株式会社,金属製品,4130001000899
E01403,株式会社ロブテックス,金属製品,8122001008085
E01405,中央発條株式会社,金属製品,9180001028444
E01408,日本製罐株式会社,金属製品,4030001006527
E01409,三洋工業株式会社,金属製品,6010601002347
E01411,モリテックスチール株式会社,金属製品,7120001077572
E01412,岡部株式会社,金属製品,7010601009878
E01413,文化シヤッター株式会社,金属製品,3010001088907
E01414,イーグル工業株式会社,機械,2010401002451
E01415,東洋シヤッター株式会社,金属製品,4120001085479
E01417,リンナイ株式会社,金属製品,2180001021323
E01420,京都機械工具株式会社,金属製品,6130001016191
E01421,日本パワーファスニング株式会社,金属製品,5120001108081
E01422,不二サッシ株式会社,金属製品,7020001070117
E01425,株式会社大谷工業,金属製品,5010701002074
E01426,天龍製鋸株式会社,金属製品,3080401017392
E01427,ダイニチ工業株式会社,金属製品,8110001007521
E01428,株式会社研創,その他製品,9240001003119
E01430,アルインコ株式会社,金属製品,3120901010347
E01431,協立エアテック株式会社,金属製品,2290001038257
E01434,株式会社ＫＶＫ,機械,6200001001871
E01435,株式会社スーパーツール,金属製品,1120101003608
E01437,兼房株式会社,金属製品,6180001080984
E01438,株式会社パイオラックス,金属製品,7020001030260
E01439,イワブチ株式会社,金属製品,9040001034893
E01441,株式会社トーアミ,金属製品,5122001016280
E01442,株式会社共和工業所,金属製品,1220001011873
E01443,トーカロ株式会社,金属製品,6140001021397
E01444,株式会社　コロナ,金属製品,5110001014116
E01445,株式会社　中西製作所,金属製品,3120001018349
E01446,株式会社オーネックス,金属製品,2021001019513
E01448,カネソウ株式会社,金属製品,5190001014604
E01451,株式会社稲葉製作所,金属製品,8010801001097
E01452,株式会社　Ｊ－ＭＡＸ,金属製品,7200001014294
E01454,株式会社　放電精密加工研究所,機械,6021001020459
E01456,株式会社ニチダイ,機械,2130001038818
E01459,株式会社遠藤製作所,その他製品,6110001015567
E01461,宮地エンジニアリンググループ株式会社,金属製品,7010001084761
E01462,サンコーテクノ株式会社,金属製品,2040001040188
E01464,特殊電極株式会社,金属製品,8140001050221
E01465,株式会社マルマエ,機械,2340001011885
E01466,株式会社ＭＩＥコーポレーション,金属製品,9190001013718
